Sun Feb 24 18:07:46 2019    /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/PEF/profiling/results.txt

         960982 function calls (955396 primitive calls) in 18.116 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_free}
       30    0.000    0.000    0.001    0.000 /usr/lib/python3.5/configparser.py:391(before_get)
     1376    0.000    0.000    0.001    0.000 /usr/lib/python3.5/logging/__init__.py:220(_releaseLock)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/gen.py:570(Wait)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.register}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ctypes/_endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/Crypto/Cipher/blockalgo.py:133(BlockAlgo)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/asymmetric/__init__.py:27(AsymmetricVerificationContext)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/Crypto/Hash/hashalgo.py:23(HashAlgo)
      707    0.000    0.000    0.001    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/x509/extensions.py:581(ReasonFlags)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/core.py:4569(AbstractTime)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/keys.py:54(OtherPrimeInfo)
      168    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
      213    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/sre_compile.py:386(_simple)
        1    0.000    0.000    0.000    0.000 byewait/src/utils/__init__.py:1(<module>)
       62    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/web.py:2122(headers_received)
       13    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/routing.py:560(_find_groups)
    24190    0.028    0.000    0.508    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/connections.py:1017(_read_bytes)
       18    0.000    0.000    0.014    0.001 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/jwt/api_jwt.py:59(decode)
       62    0.000    0.000    0.001    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/web.py:2057(get_handler_delegate)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.5/email/header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_finish}
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/random.py:93(seed)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.5/socket.py:47(<module>)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/core.py:821(Any)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/token.py:74(<dictcomp>)
       36    0.000    0.000    0.001    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/platform/asyncio.py:103(remove_handler)
      332    0.001    0.000    0.002    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/iostream.py:941(_find_read_pos)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ssl.py:360(__new__)
       98    0.000    0.000    0.000    0.000 /usr/lib/python3.5/typing.py:109(__init__)
        2    0.000    0.000    0.516    0.258 byewait/src/services/menuService.py:10(getItemsMenu)
       27    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        2    0.000    0.000    0.002    0.001 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/routing.py:275(__init__)
      172    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/http1connection.py:49(__enter__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/asyncio/streams.py:148(FlowControlMixin)
       62    0.000    0.000    0.002    0.000 /usr/lib/python3.5/email/utils.py:138(formatdate)
      171    0.000    0.000    0.003    0.000 /usr/lib/python3.5/inspect.py:2776(__eq__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/asyncio/unix_events.py:655(AbstractChildWatcher)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/queue.py:17(Full)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/exceptions.py:30(AlreadyFinalized)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/csv.py:164(Sniffer)
        1    0.000    0.000    0.000    0.000 byewait/src/handlers/historialPedidosHandler.py:12(HistorialPedidosHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/urllib/parse.py:117(_ResultMixinStr)
        1    0.000    0.000    0.001    0.001 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/Crypto/Util/number.py:27(<module>)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/warnings.py:38(filterwarnings)
      346    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:513(spec_from_file_location)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ctypes/__init__.py:175(c_ulong)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/_elliptic_curve.py:54(PrimeCurve)
     1489    0.003    0.000    0.005    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/converters.py:12(escape_item)
       24    0.000    0.000    0.001    0.000 /usr/lib/python3.5/socket.py:638(close)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/multiprocessing/util.py:147(Finalize)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/threading.py:496(__init__)
       58    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/six.py:835(add_metaclass)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.5/datetime.py:277(_check_time_fields)
       36    0.000    0.000    0.000    0.000 {method 'replace' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/exceptions.py:50(InternalError)
       80    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:376(__init__)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/core.py:649(Castable)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/backends/openssl/backend.py:107(activate_builtin_random)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/ciphers/modes.py:14(Mode)
     1846    0.001    0.000    0.006    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/cursors.py:118(<genexpr>)
        1    0.000    0.000    0.001    0.001 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/x509/oid.py:5(<module>)
        4    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/asyncio/selector_events.py:42(BaseSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/tokenize.py:219(TokenError)
       62    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/websocket.py:481(WebSocketProtocol)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/jwt/exceptions.py:9(ExpiredSignatureError)
      740    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/sre_parse.py:276(tell)
   507/20    0.000    0.000    0.251    0.013 <frozen importlib._bootstrap>:214(_call_with_frames_removed)
       63    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:1515(isEnabledFor)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ast.py:26(<module>)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/keys.py:396(ECPrivateKeyVersion)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/Crypto/Random/Fortuna/FortunaAccumulator.py:95(FortunaAccumulator)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/x509/certificate_transparency.py:18(Version)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/ciphers/modes.py:39(ModeWithTweak)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/email/errors.py:78(HeaderDefect)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/multiprocessing/context.py:269(SpawnProcess)
       38    0.003    0.000    0.003    0.000 {built-in method builtins.dir}
        3    0.000    0.000    0.000    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/csv.py:4(<module>)
       39    0.000    0.000    0.002    0.000 /usr/lib/python3.5/asyncio/selector_events.py:229(add_reader)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/threading.py:564(Barrier)
      368    0.001    0.000    0.004    0.000 /usr/lib/python3.5/enum.py:215(__call__)
        1    0.000    0.000    0.002    0.002 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/random.py:37(<module>)
       42    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:149(<lambda>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ctypes/__init__.py:331(__init__)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/algos.py:43(AlgorithmIdentifier)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/enum.py:40(_EnumDict)
       47    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1260(_fill_cache)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/inspect.py:2367(Parameter)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/asymmetric/rsa.py:268(RSAPrivateNumbers)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/asymmetric/padding.py:49(OAEP)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/http/client.py:1308(ImproperConnectionState)
      782    0.001    0.000    0.001    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/_weakrefset.py:58(__iter__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.5/email/_policybase.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/calendar.py:49(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/email/quoprimime.py:27(<module>)
        1    0.000    0.000    0.011    0.011 /usr/lib/python3.5/concurrent/futures/process.py:44(<module>)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/keys.py:264(CharacteristicTwo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/asyncio/streams.py:39(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/asymmetric/ec.py:201(SECP384R1)
       72    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
        1    0.000    0.000    0.001    0.001 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/tcpserver.py:147(add_sockets)
       16    0.000    0.000    0.000    0.000 {built-in method _openssl.RSA_set0_key}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.5/datetime.py:292(_check_tzinfo_arg)
   327/20    0.001    0.000    0.252    0.013 <frozen importlib._bootstrap_external>:659(exec_module)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/handlers.py:1354(QueueListener)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/getpass.py:27(GetPassWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/asyncio/locks.py:89(Lock)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.5/string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/asyncio/locks.py:464(BoundedSemaphore)
       13    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/util.py:253(re_unescape)
       42    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/genericpath.py:111(_splitext)
       62    0.000    0.000    0.004    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/httputil.py:411(finish)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/backends/openssl/utils.py:5(<module>)
       43    0.000    0.000    0.000    0.000 /usr/lib/python3.5/threading.py:1224(current_thread)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/multiprocessing/util.py:322(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/json/decoder.py:20(JSONDecodeError)
      124    0.000    0.000    0.002    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/iostream.py:1374(set_nodelay)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/asymmetric/rsa.py:338(RSAPublicNumbers)
       62    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/stack_context.py:189(__enter__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/asyncio/futures.py:33(_TracebackLogger)
       62    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/iostream.py:537(<lambda>)
3458/3457    0.002    0.000    0.004    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ipaddress.py:1592(_BaseV6)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/http/client.py:1279(InvalidURL)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/gen.py:541(Callback)
       28    0.000    0.000    0.001    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/backends/openssl/rsa.py:190(_rsa_sig_setup)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/keys.py:216(SpecifiedECDomainVersion)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/stack_context.py:67(<module>)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/x509/base.py:267(CertificateSigningRequest)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/algos.py:387(KdfAlgorithm)
       62    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/gen.py:387(__init__)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.5/enum.py:140(<genexpr>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.5/typing.py:519(<genexpr>)
        8    0.000    0.000    0.000    0.000 {built-in method _bcrypt.encode_base64}
    88/87    0.000    0.000    0.015    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/sre_parse.py:819(parse)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/inspect.py:2504(BoundArguments)
      182    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/collections/__init__.py:419(<genexpr>)
        1    0.000    0.000    0.001    0.001 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/encodings/idna.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/x509/extensions.py:944(KeyUsage)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/typing.py:543(__getitem__)
        1    0.000    0.000    0.000    0.000 <string>:5(FullArgSpec)
        1    0.000    0.000    0.003    0.003 byewait/src/handlers/registerHandler.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.5/datetime.py:1838(_create)
       90    0.000    0.000    0.000    0.000 /usr/lib/python3.5/typing.py:996(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/kdf/scrypt.py:5(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/asyncio/queues.py:29(Queue)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/x509/base.py:72(Certificate)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ctypes/__init__.py:142(_check_size)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ctypes/__init__.py:184(c_int)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/jwt/exceptions.py:5(DecodeError)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/tarfile.py:717(TarInfo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/typing.py:1445(MutableSet)
        1    0.000    0.000    0.001    0.001 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/encodings/__init__.py:69(search_function)
       28    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ipaddress.py:1630(_ip_int_from_string)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.5/datetime.py:1319(__new__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/multiprocessing/context.py:287(SpawnContext)
       16    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_PKEY_verify_init}
       48    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/util.py:11(int2byte)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/backends/openssl/backend.py:210(_register_default_ciphers)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/routing.py:472(HostMatches)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/warnings.py:78(_add_filter)
        1    0.000    0.000    0.002    0.002 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/hashlib.py:53(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(FilaHistorialPedidos)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:988(FileHandler)
      418    0.002    0.000    0.011    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/gen.py:1149(handle_yield)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/dis.py:405(Bytecode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/enum.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/x509/base.py:178(CertificateRevocationList)
        1    0.000    0.000    0.025    0.025 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/jwt/__init__.py:9(<module>)
       62    0.000    0.000    0.001    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/copy.py:137(deepcopy)
     1068    0.000    0.000    0.000    0.000 /usr/lib/python3.5/inspect.py:2763(<genexpr>)
        6    0.000    0.000    0.005    0.001 byewait/src/exceptions/exceptions.py:42(__init__)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/platform/asyncio.py:32(BaseAsyncIOLoop)
       62    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/web.py:259(on_finish)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/backends/openssl/hashes.py:5(<module>)
       16    0.000    0.000    0.002    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/backends/openssl/backend.py:404(load_rsa_public_numbers)
        1    0.000    0.000    0.002    0.002 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/asn1crypto/core.py:47(<module>)
        1    0.000    0.000    0.001    0.001 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/pymysql/cursors.py:2(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/threading.py:755(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/email/errors.py:87(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/gzip.py:375(_GzipReader)
        1    0.000    0.000   17.904   17.904 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/platform/asyncio.py:119(start)
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/primitives/asymmetric/dh.py:170(DHPrivateKeyWithSerialization)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/utils.py:122(_ModuleWithDeprecations)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/configparser.py:214(DuplicateOptionError)
        1    0.000    0.000    0.000    0.000 <string>:5(Restaurante)
      673    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap>:406(cached)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/threading.py:891(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/Crypto/Cipher/__init__.py:73(<module>)
       62    0.001    0.000    0.005    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/tornado/httputil.py:339(__init__)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/bindings/openssl/binding.py:21(_OpenSSLError)
        2    0.000    0.000    0.003    0.001 byewait/src/repository/menuItemScoreRepo.py:11(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/typing.py:1386(SupportsComplex)
      185    0.000    0.000    0.003    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/sre_compile.py:221(_compile_charset)
        1    0.000    0.000    0.000    0.000 /home/jrjs/Desktop/apuntes/semestre10/PEF/final/comanda_backend/venv/lib/python3.5/site-packages/cryptography/hazmat/backends/openssl/dh.py:36(_DHParameters)
